date,time,DOY,CHK__1_1_1,DAQM_T_1_1_1,VIN_1_1_1,PPFD_1_1_1,P_RAIN_1_1_1,RG_1_1_1,RH_1_1_1,RH_2_1_1,RN_1_1_1,SHFSENS_1_1_1,SHFSENS_2_1_1,SHFSENS_3_1_1,SHF_1_1_1,SHF_2_1_1,SHF_3_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,TA_1_1_1,TA_2_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[OTHER],[C],[V],[µmol/m^2/s],[m],[W/m^2],[%],[%],[W/m^2],[OTHER],[OTHER],[OTHER],[W/m^2],[W/m^2],[W/m^2],[m^3/m^3],[m^3/m^3],[m^3/m^3],[K],[K],[K],[K],[K]
2023-02-24,09:00,55.3749,85.5667,20.0365,12.2660,477.740,0.00000,228.777,100.253,93.3331,137.752,0.616000E-04,0.556071E-04,0.585300E-04,-9.20868,-5.91638,-6.47985,0.275700,0.276533,0.332200,288.182,288.063,289.853,290.150,290.150
2023-02-24,09:30,55.3957,97.8000,20.5734,12.2663,666.397,0.00000,318.122,99.3882,92.0660,238.989,0.616000E-04,0.556071E-04,0.585300E-04,-8.02367,-5.72901,-6.35442,0.274833,0.277000,0.332433,288.698,288.463,289.940,290.150,290.150
2023-02-24,10:00,55.416,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-24,10:30,55.437,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-24,11:00,55.458,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-24,11:30,55.479,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-24,12:00,55.499,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-24,12:30,55.520,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-24,13:00,55.5415,106.800,24.8250,12.2687,746.998,0.00000,390.247,88.9300,87.3750,310.216,0.616000E-04,0.555816E-04,0.585300E-04,12.1928,-2.43755,-2.85266,0.270000,0.272000,0.331000,290.453,289.799,291.390,290.350,290.350
2023-02-24,13:30,55.562,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-24,14:00,55.5832,152.880,24.7763,12.2683,1241.53,0.00000,635.349,84.3962,79.3503,535.108,0.616000E-04,0.555816E-04,0.585300E-04,15.4264,-1.80984,-2.31237,0.269840,0.271840,0.329000,291.690,291.259,291.954,290.438,290.450
2023-02-24,14:30,55.6040,142.800,23.6654,12.2681,695.615,0.00000,369.235,82.8650,80.3966,293.604,0.616000E-04,0.555816E-04,0.585300E-04,15.8791,-1.52876,-1.99480,0.268067,0.271867,0.329000,291.716,291.019,292.067,290.450,290.450
2023-02-24,15:00,55.624,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2023-02-24,15:30,55.6457,114.000,24.0708,12.2678,1040.66,0.00000,522.830,87.6086,78.6920,374.356,0.616000E-04,0.555816E-04,0.585300E-04,17.0563,-0.801648,-1.24201,0.268000,0.270000,0.327000,290.705,290.780,292.277,290.450,290.583
2023-02-24,16:00,55.6665,125.767,23.8875,12.2681,664.944,0.00000,345.925,83.8296,78.9207,267.809,0.616000E-04,0.555816E-04,0.585300E-04,15.7232,-0.711114,-1.10270,0.266467,0.270000,0.327533,291.273,290.997,292.250,290.563,290.650
2023-02-24,16:30,55.6873,107.133,24.1365,12.2680,296.893,0.00000,158.737,89.6944,85.9502,98.2944,0.616000E-04,0.555816E-04,0.585300E-04,13.5660,-0.652604,-0.989310,0.265700,0.270000,0.328000,290.522,290.186,292.250,290.650,290.650
2023-02-24,17:00,55.7082,101.533,23.7724,12.2679,158.272,0.00000,88.9799,92.4869,89.8938,50.0065,0.616000E-04,0.555816E-04,0.585300E-04,11.4839,-0.629346,-0.915108,0.265000,0.268600,0.327567,290.164,289.715,292.250,290.650,290.650
2023-02-24,17:30,55.7290,125.967,23.2401,12.2678,53.0700,0.00000,27.2398,95.1046,92.8820,10.0191,0.616000E-04,0.555816E-04,0.585300E-04,9.46112,-0.680781,-0.910340,0.264800,0.268000,0.326067,289.767,289.309,292.083,290.650,290.650
2023-02-24,18:00,55.7498,153.733,22.7125,12.2676,14.7750,0.00000,6.12042,96.2262,94.8137,-12.7275,0.616000E-04,0.555816E-04,0.585300E-04,7.51168,-0.808835,-0.982207,0.263533,0.268000,0.326500,289.389,288.882,292.007,290.650,290.650
2023-02-24,18:30,55.7707,156.333,22.1958,12.2588,0.658524,0.00000,0.199582,97.3659,96.3103,-17.4892,0.616000E-04,0.552700E-04,0.585300E-04,6.31411,-0.688585,-0.529760,0.263833,0.268000,0.326767,289.005,288.521,291.950,290.650,290.650
2023-02-24,19:00,55.7915,117.500,21.7273,12.2667,0.106687,0.00000,0.328248E-03,98.0813,96.9793,-7.54756,0.616000E-04,0.551921E-04,0.585300E-04,4.08427,-1.05736,-0.916970,0.263600,0.268067,0.326967,288.783,288.283,291.943,290.650,290.650
2023-02-24,19:30,55.8123,98.8667,21.4039,12.2665,0.684457E-01,0.00000,-0.355843E-04,98.3099,96.2865,-12.6578,0.616000E-04,0.551921E-04,0.585300E-04,2.19565,-1.49567,-1.47278,0.263000,0.268400,0.326967,288.655,288.223,291.690,290.650,290.650
2023-02-24,20:00,55.8331,113.567,21.0971,12.2662,0.397504E-01,0.00000,-0.726211E-04,95.5897,92.5705,-25.5997,0.616000E-04,0.551921E-04,0.585300E-04,0.648153,-1.85882,-1.87223,0.263000,0.268333,0.326967,288.374,288.033,291.550,290.650,290.650
2023-02-24,20:30,55.8540,131.867,20.7583,12.2663,0.239725E-01,0.00000,-0.140885E-03,95.4698,92.2899,-13.1386,0.616000E-04,0.551921E-04,0.585300E-04,-0.736729,-2.20985,-2.24718,0.262267,0.267133,0.326667,288.166,287.898,291.470,290.650,290.650
2023-02-24,21:00,55.8748,135.233,20.5362,12.2661,0.124838E-01,0.00000,-0.118373E-03,95.8360,92.9890,-21.4584,0.616000E-04,0.551921E-04,0.585300E-04,-2.06438,-2.59196,-2.64603,0.261000,0.267767,0.325267,288.096,287.855,291.317,290.603,290.650
2023-02-24,21:30,55.8956,122.533,20.3630,12.2661,0.359081E-02,0.00000,0.119825E-03,96.9728,94.1656,-31.5534,0.616000E-04,0.551921E-04,0.585300E-04,-3.25612,-2.99337,-3.06951,0.261233,0.267900,0.325000,287.969,287.652,291.150,290.477,290.610
2023-02-24,22:00,55.9165,126.433,20.1453,12.2660,-0.333388E-02,0.00000,0.442991E-04,97.3536,93.7151,-59.3794,0.616000E-04,0.551921E-04,0.585300E-04,-4.31814,-3.37914,-3.48191,0.262000,0.268000,0.325000,287.725,287.450,291.113,290.450,290.450
2023-02-24,22:30,55.9373,105.367,19.8859,12.2659,-0.944495E-02,0.00000,0.239650E-04,97.1391,93.9700,-34.4064,0.616000E-04,0.551921E-04,0.585300E-04,-5.30546,-3.73090,-3.86797,0.259433,0.268000,0.325000,287.560,287.302,291.050,290.450,290.450
2023-02-24,23:00,55.9581,133.767,19.7789,12.2659,-0.137357E-01,0.00000,-0.254174E-04,96.9051,94.1393,-15.8679,0.616000E-04,0.551921E-04,0.585300E-04,-6.28030,-4.06511,-4.23344,0.260000,0.268000,0.325000,287.622,287.357,290.883,290.450,290.450
2023-02-24,23:30,55.9790,117.700,19.7669,12.2658,-0.168703E-01,0.00000,0.573708E-04,97.3457,94.8967,-25.6607,0.616000E-04,0.551921E-04,0.585300E-04,-7.11007,-4.37494,-4.58015,0.260000,0.268000,0.325000,287.567,287.283,290.850,290.447,290.450
2023-02-25,00:00,56.0000,120.967,19.7453,12.2659,-0.205857E-01,0.00000,-0.151052E-03,97.8126,95.0593,-21.9817,0.616000E-04,0.551921E-04,0.585300E-04,-7.74042,-4.65046,-4.89520,0.259667,0.268000,0.325000,287.596,287.326,290.703,290.367,290.443
2023-02-25,00:30,56.0208,128.833,19.7362,12.2577,-0.232359E-01,0.00000,-0.588233E-04,97.6343,95.0575,-18.3357,0.616000E-04,0.556654E-04,0.585300E-04,-7.77550,-4.55193,-4.56256,0.258067,0.266933,0.325000,287.565,287.338,290.650,290.350,290.360
2023-02-25,01:00,56.0416,154.233,19.7094,12.2659,-0.257617E-01,0.00000,-0.305011E-04,97.6598,95.2190,-25.5527,0.616000E-04,0.557837E-04,0.585300E-04,-8.40343,-4.87921,-4.98526,0.258067,0.266000,0.325000,287.602,287.339,290.477,290.350,290.350
2023-02-25,01:30,56.0624,137.467,19.6802,12.2659,-0.284166E-01,0.00000,-0.143790E-03,98.0615,95.5753,-16.4762,0.616000E-04,0.557837E-04,0.585300E-04,-8.95308,-5.21105,-5.46818,0.258400,0.266000,0.324733,287.584,287.332,290.450,290.350,290.350
2023-02-25,02:00,56.0833,132.667,19.7109,12.2658,-0.309182E-01,0.00000,-0.281771E-03,98.1809,95.6799,-15.6968,0.616000E-04,0.557837E-04,0.585300E-04,-9.33833,-5.42102,-5.72833,0.258333,0.266000,0.323667,287.615,287.354,290.450,290.350,290.350
2023-02-25,02:30,56.1041,124.367,19.7461,12.2658,-0.339227E-01,0.00000,-0.530137E-04,98.5767,96.3902,-9.52159,0.616000E-04,0.557837E-04,0.585300E-04,-9.61163,-5.57766,-5.91331,0.257867,0.266000,0.323000,287.599,287.265,290.383,290.350,290.350
2023-02-25,03:00,56.1249,124.267,19.7653,12.2659,-0.361822E-01,0.00000,0.355843E-04,99.5595,97.9707,-5.47000,0.616000E-04,0.557837E-04,0.585300E-04,-9.77144,-5.68924,-6.04737,0.257800,0.266000,0.323000,287.559,287.149,290.350,290.317,290.350
2023-02-25,03:30,56.1458,138.733,19.7708,12.2659,-0.372792E-01,0.00000,-0.200435E-03,100.156,97.9945,-6.45024,0.616000E-04,0.557837E-04,0.585300E-04,-9.84468,-5.76762,-6.14865,0.258000,0.266000,0.323000,287.582,287.229,290.303,290.183,290.330
2023-02-25,04:00,56.1666,145.767,19.7888,12.2659,-0.393074E-01,0.00000,0.461145E-03,100.096,97.9902,-6.52932,0.616000E-04,0.557837E-04,0.585300E-04,-9.87194,-5.82483,-6.22517,0.257867,0.266000,0.323000,287.606,287.229,290.150,290.150,290.250
2023-02-25,04:30,56.1874,154.367,19.8050,12.2658,-0.413667E-01,0.00000,0.211328E-03,100.378,98.2082,-8.06783,0.616000E-04,0.557837E-04,0.585300E-04,-9.87642,-5.86169,-6.27971,0.256667,0.266000,0.323000,287.609,287.295,290.150,290.150,290.150
2023-02-25,05:00,56.2083,139.233,19.8245,12.2660,-0.420340E-01,0.00000,0.213507E-03,100.380,98.3885,-5.65110,0.616000E-04,0.557837E-04,0.585300E-04,-9.86621,-5.88412,-6.31393,0.256000,0.266100,0.323000,287.677,287.370,290.150,290.150,290.150
